id,type,group,pattern,group_color,perceived_color,index,section,garment_group,category,simplified_pattern,color_gategory
0823382003,Top,Garment Upper body,Solid,Red,Red,Divided,Divided Collection,Jersey Fancy,upper_body,solid,warm
0823707001,Blouse,Garment Upper body,Solid,White,White,Divided,Divided Projects,Unknown,upper_body,solid,neutral
0823740001,Top,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Everyday Collection,Blouses,upper_body,solid,neutral
0823802001,Blouse,Garment Upper body,Jacquard,Dark Orange,Red,Ladieswear,H&M+,Blouses,upper_body,printed,warm
0824208003,Top,Garment Upper body,Solid,Pink,Pink,Sport,Ladies H&M Sport,Jersey Fancy,upper_body,solid,warm
0824209002,Blouse,Garment Upper body,Solid,Black,Black,Divided,Divided Collection,Blouses,upper_body,solid,neutral
0824209003,Blouse,Garment Upper body,All over pattern,Pink,Pink,Divided,Divided Collection,Blouses,upper_body,printed,warm
0824254001,Top,Garment Upper body,Solid,White,White,Ladieswear,Womens Tailoring,Jersey Fancy,upper_body,solid,neutral
0824259001,Blouse,Garment Upper body,All over pattern,Black,Black,Divided,Divided Collection,Blouses,upper_body,printed,neutral
0824360001,Top,Garment Upper body,Solid,Beige,Beige,Divided,Divided Collection,Blouses,upper_body,solid,neutral
0824360002,Top,Garment Upper body,Solid,Greenish Khaki,Khaki green,Divided,Divided Collection,Blouses,upper_body,solid,cool
0824360003,Top,Garment Upper body,Solid,Off White,White,Divided,Divided Collection,Blouses,upper_body,solid,neutral
0824657001,Top,Garment Upper body,Melange,Grey,Grey,Children Sizes 134-170,Young Girl,Knitwear,upper_body,solid,neutral
0824657002,Top,Garment Upper body,Solid,White,White,Children Sizes 134-170,Young Girl,Knitwear,upper_body,solid,neutral
0824657004,Top,Garment Upper body,Solid,Black,Black,Children Sizes 134-170,Young Girl,Knitwear,upper_body,solid,neutral
0824789001,Top,Garment Upper body,Solid,Light Turquoise,Turquoise,Children Sizes 92-140,Kids Girl,Special Offers,upper_body,solid,cool
0824795001,Blouse,Garment Upper body,All over pattern,Green,Green,Children Sizes 92-140,Kids Girl,Special Offers,upper_body,printed,cool
0824973001,Top,Garment Upper body,Solid,Dark Red,Red,Ladieswear,Womens Everyday Collection,Blouses,upper_body,solid,warm
0824973002,Top,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Everyday Collection,Blouses,upper_body,solid,neutral
0824995002,Top,Garment Upper body,Solid,Light Beige,Beige,Ladieswear,Womens Everyday Basics,Jersey Basic,upper_body,solid,other
0824995003,Top,Garment Upper body,Stripe,Dark Blue,Blue,Ladieswear,Womens Everyday Basics,Jersey Basic,upper_body,unknown,cool
0824995004,Top,Garment Upper body,Solid,Greenish Khaki,Khaki green,Ladieswear,Womens Everyday Basics,Jersey Basic,upper_body,solid,cool
0824995005,Top,Garment Upper body,Stripe,Dark Blue,Blue,Ladieswear,Womens Everyday Basics,Jersey Basic,upper_body,unknown,cool
0824995006,Top,Garment Upper body,Melange,Grey,Grey,Ladieswear,Womens Everyday Basics,Jersey Basic,upper_body,solid,neutral
0824995009,Top,Garment Upper body,Melange,Grey,Grey,Ladieswear,Womens Everyday Basics,Jersey Basic,upper_body,solid,neutral
0825005001,Top,Garment Upper body,Stripe,Dark Blue,Blue,Ladieswear,Womens Casual,Jersey Fancy,upper_body,unknown,cool
0825005002,Top,Garment Upper body,Stripe,Red,Red,Ladieswear,Womens Casual,Jersey Fancy,upper_body,unknown,warm
0825142001,Blouse,Garment Upper body,Solid,Black,Black,Ladieswear,Mama,Blouses,upper_body,solid,neutral
0825169001,Top,Garment Upper body,Solid,Pink,Pink,Ladieswear,Womens Everyday Collection,Dresses Ladies,upper_body,solid,warm
0825173001,Top,Garment Upper body,Solid,Light Orange,Orange,Ladieswear,Womens Everyday Collection,Blouses,upper_body,solid,warm
0825173002,Top,Garment Upper body,Solid,Yellow,Yellow,Ladieswear,Womens Everyday Collection,Blouses,upper_body,solid,warm
0825218001,Top,Garment Upper body,Stripe,Dark Blue,Blue,Ladieswear,Mama,Jersey Fancy,upper_body,unknown,cool
0825218002,Top,Garment Upper body,Solid,Dark Blue,Blue,Ladieswear,Mama,Jersey Fancy,upper_body,solid,cool
0825218003,Top,Garment Upper body,Solid,Dark Green,Green,Ladieswear,Mama,Jersey Fancy,upper_body,solid,cool
0825218004,Top,Garment Upper body,Stripe,Dark Blue,Blue,Ladieswear,Mama,Jersey Fancy,upper_body,unknown,cool
0825218005,Top,Garment Upper body,Stripe,Dark Green,Green,Ladieswear,Mama,Jersey Fancy,upper_body,unknown,cool
0825564001,Top,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Casual,Jersey Fancy,upper_body,solid,neutral
0825564003,Top,Garment Upper body,Solid,Dark Yellow,Yellow,Ladieswear,Womens Casual,Jersey Fancy,upper_body,solid,warm
0825564005,Top,Garment Upper body,Solid,White,White,Ladieswear,Womens Casual,Jersey Fancy,upper_body,solid,neutral
0825573001,Top,Garment Upper body,Solid,Off White,White,Ladieswear,Womens Casual,Jersey Fancy,upper_body,solid,neutral
0825573003,Top,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Casual,Jersey Fancy,upper_body,solid,neutral
0825580001,Top,Garment Upper body,Solid,Black,Black,Divided,Divided Basics,Jersey Basic,upper_body,solid,neutral
0825580002,Top,Garment Upper body,Solid,White,White,Divided,Divided Basics,Jersey Basic,upper_body,solid,neutral
0825580003,Top,Garment Upper body,Solid,Light Orange,Orange,Divided,Divided Basics,Jersey Basic,upper_body,solid,warm
0825580004,Top,Garment Upper body,Solid,Light Yellow,Yellow,Divided,Divided Basics,Jersey Basic,upper_body,solid,warm
0825581001,Top,Garment Upper body,Solid,White,White,Ladieswear,Womens Casual,Jersey Fancy,upper_body,solid,neutral
0825581002,Top,Garment Upper body,Solid,Red,Red,Ladieswear,Womens Casual,Jersey Fancy,upper_body,solid,warm
0825906001,Top,Garment Upper body,Solid,Light Turquoise,Turquoise,Children Sizes 92-140,Kids Girl,Special Offers,upper_body,solid,cool
0826218001,Top,Garment Upper body,Solid,Orange,Orange,Divided,Divided Collection,Jersey Fancy,upper_body,solid,warm
0826218002,Top,Garment Upper body,All over pattern,Black,Black,Divided,Divided Collection,Jersey Fancy,upper_body,printed,neutral
0826218003,Top,Garment Upper body,All over pattern,Black,Black,Divided,Divided Collection,Jersey Fancy,upper_body,printed,neutral
0826227001,Top,Garment Upper body,Solid,Black,Black,Divided,Divided Collection,Jersey Fancy,upper_body,solid,neutral
0826252001,Blouse,Garment Upper body,Solid,White,White,Ladieswear,Womens Tailoring,Blouses,upper_body,solid,neutral
0826252003,Blouse,Garment Upper body,Solid,Light Pink,Pink,Ladieswear,Womens Tailoring,Blouses,upper_body,solid,warm
0826252004,Blouse,Garment Upper body,All over pattern,Beige,Beige,Ladieswear,Womens Tailoring,Blouses,upper_body,printed,neutral
0826501001,Top,Garment Upper body,Solid,Dark Green,Green,Children Sizes 92-140,Kids Outerwear,Outdoor,upper_body,solid,cool
0826508001,Top,Garment Upper body,Solid,Dark Green,Green,Ladieswear,Womens Tailoring,Jersey Fancy,upper_body,solid,cool
0826508002,Top,Garment Upper body,Contrast,White,White,Ladieswear,Womens Tailoring,Jersey Fancy,upper_body,printed,neutral
0826508003,Top,Garment Upper body,Solid,Dark Blue,Blue,Ladieswear,Womens Tailoring,Jersey Fancy,upper_body,solid,cool
0826508005,Top,Garment Upper body,Solid,Blue,Blue,Ladieswear,Womens Tailoring,Jersey Fancy,upper_body,solid,cool
0826508006,Top,Garment Upper body,Solid,Light Pink,Pink,Ladieswear,Womens Tailoring,Jersey Fancy,upper_body,solid,warm
0826508007,Top,Garment Upper body,Solid,Dark Green,Khaki green,Ladieswear,Womens Tailoring,Jersey Fancy,upper_body,solid,cool
0826508010,Top,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Tailoring,Jersey Fancy,upper_body,solid,neutral
0826508011,Top,Garment Upper body,Solid,Turquoise,Turquoise,Ladieswear,Womens Tailoring,Jersey Fancy,upper_body,solid,cool
0826633002,Top,Garment Upper body,Solid,Dark Green,Green,Ladieswear,Mama,Knitwear,upper_body,solid,cool
0826770001,Top,Garment Upper body,Solid,Greyish Beige,Mole,Ladieswear,Collaborations,Unknown,upper_body,solid,neutral
0826948001,Top,Garment Upper body,Jacquard,Red,Red,Ladieswear,Womens Casual,Knitwear,upper_body,printed,warm
0827091001,Top,Garment Upper body,Solid,Black,Black,Divided,Divided Projects,Unknown,upper_body,solid,neutral
0827307001,Blouse,Garment Upper body,All over pattern,Dark Red,Red,Divided,Divided Projects,Blouses,upper_body,printed,warm
0827307002,Blouse,Garment Upper body,Solid,Black,Black,Divided,Divided Projects,Blouses,upper_body,solid,neutral
0827420001,Top,Garment Upper body,Solid,Dark Red,Red,Ladieswear,Womens Tailoring,Knitwear,upper_body,solid,warm
0827428001,Top,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Everyday Basics,Jersey Basic,upper_body,solid,neutral
0827428004,Top,Garment Upper body,Melange,Grey,Grey,Ladieswear,Womens Everyday Basics,Jersey Basic,upper_body,solid,neutral
0827428006,Top,Garment Upper body,Solid,White,White,Ladieswear,Womens Everyday Basics,Jersey Basic,upper_body,solid,neutral
0827625001,Top,Garment Upper body,Solid,Off White,White,Ladieswear,Womens Casual,Jersey Fancy,upper_body,solid,neutral
0827625002,Top,Garment Upper body,Solid,Light Pink,Pink,Ladieswear,Womens Casual,Jersey Fancy,upper_body,solid,warm
0827625003,Top,Garment Upper body,Solid,Dark Yellow,Yellow,Ladieswear,Womens Casual,Jersey Fancy,upper_body,solid,warm
0827682001,Top,Garment Upper body,Solid,White,White,Divided,Divided Collection,Jersey Fancy,upper_body,solid,neutral
0827682003,Top,Garment Upper body,Solid,Black,Black,Divided,Divided Collection,Jersey Fancy,upper_body,solid,neutral
0827682004,Top,Garment Upper body,Solid,Light Pink,Pink,Divided,Divided Collection,Jersey Fancy,upper_body,solid,warm
0827806001,Blouse,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Everyday Collection,Blouses,upper_body,solid,neutral
0827838003,Blouse,Garment Upper body,Jacquard,Black,Black,Ladieswear,Womens Trend,Blouses,upper_body,printed,neutral
0827838005,Blouse,Garment Upper body,Dot,Black,Black,Ladieswear,Womens Trend,Blouses,upper_body,printed,neutral
0827959001,Blouse,Garment Upper body,Solid,White,White,Divided,Divided Projects,Blouses,upper_body,solid,neutral
0827962001,Blouse,Garment Upper body,Solid,White,White,Divided,Divided Projects,Blouses,upper_body,solid,neutral
0827962004,Blouse,Garment Upper body,Solid,Dark Red,Red,Divided,Divided Projects,Blouses,upper_body,solid,warm
0828000001,Blouse,Garment Upper body,Denim,Light Blue,Blue,Divided,Divided Projects,Blouses,upper_body,structured,cool
0828050001,Top,Garment Upper body,Solid,White,White,Ladieswear,Womens Everyday Basics,Jersey Basic,upper_body,solid,neutral
0828050002,Top,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Everyday Basics,Jersey Basic,upper_body,solid,neutral
0828151001,Top,Garment Upper body,Solid,Black,Black,Sport,Ladies H&M Sport,Jersey Fancy,upper_body,solid,neutral
0828305001,Top,Garment Upper body,All over pattern,Greyish Beige,Mole,Divided,Divided Collection,Jersey Fancy,upper_body,printed,neutral
0828305002,Top,Garment Upper body,Glittering/Metallic,Black,Black,Divided,Divided Collection,Jersey Fancy,upper_body,structured,neutral
0828350002,Blouse,Garment Upper body,Solid,Black,Black,Divided,Divided Collection,Blouses,upper_body,solid,neutral
0828470002,Blouse,Garment Upper body,All over pattern,Light Beige,Beige,Ladieswear,Womens Everyday Collection,Blouses,upper_body,printed,other
0828470004,Blouse,Garment Upper body,All over pattern,Dark Beige,Beige,Ladieswear,Womens Everyday Collection,Blouses,upper_body,printed,neutral
0828470005,Blouse,Garment Upper body,All over pattern,Black,Black,Ladieswear,Womens Everyday Collection,Blouses,upper_body,printed,neutral
0828533002,Blouse,Garment Upper body,All over pattern,Black,Black,Divided,Divided Collection,Blouses,upper_body,printed,neutral
0828533003,Blouse,Garment Upper body,Solid,Black,Black,Divided,Divided Collection,Blouses,upper_body,solid,neutral
0828533004,Blouse,Garment Upper body,All over pattern,Green,Green,Divided,Divided Collection,Blouses,upper_body,printed,cool
0828631001,Blouse,Garment Upper body,All over pattern,Pink,Pink,Divided,Divided Collection,Blouses,upper_body,printed,warm
0828631002,Blouse,Garment Upper body,Solid,Black,Black,Divided,Divided Collection,Blouses,upper_body,solid,neutral
0828644001,Blouse,Garment Upper body,All over pattern,Black,Black,Divided,Divided Collection,Blouses,upper_body,printed,neutral
0828652001,Top,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Everyday Collection,Jersey Fancy,upper_body,solid,neutral
0828652002,Top,Garment Upper body,Dot,Light Beige,Beige,Ladieswear,Womens Everyday Collection,Jersey Fancy,upper_body,printed,other
0828652004,Top,Garment Upper body,Dot,Black,Black,Ladieswear,Womens Everyday Collection,Jersey Fancy,upper_body,printed,neutral
0828912001,Top,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Casual,Knitwear,upper_body,solid,neutral
0828912002,Top,Garment Upper body,Melange,Beige,Beige,Ladieswear,Womens Casual,Knitwear,upper_body,solid,neutral
0828912003,Top,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Casual,Knitwear,upper_body,solid,neutral
0828912004,Top,Garment Upper body,Solid,Light Beige,Beige,Ladieswear,Womens Casual,Knitwear,upper_body,solid,other
0828933001,Top,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Everyday Collection,Jersey Fancy,upper_body,solid,neutral
0828933003,Top,Garment Upper body,Dot,Black,Black,Ladieswear,Womens Everyday Collection,Jersey Fancy,upper_body,printed,neutral
0829180001,Top,Garment Upper body,Solid,Black,Black,Divided,Divided Collection,Blouses,upper_body,solid,neutral
0829180003,Top,Garment Upper body,Dot,White,White,Divided,Divided Collection,Blouses,upper_body,printed,neutral
0829183001,Top,Garment Upper body,Solid,White,White,Divided,Divided Collection,Blouses,upper_body,solid,neutral
0829183002,Top,Garment Upper body,All over pattern,Dark Green,Green,Divided,Divided Collection,Blouses,upper_body,printed,cool
0829185001,Blouse,Garment Upper body,Solid,Black,Black,Divided,Divided Collection,Blouses,upper_body,solid,neutral
0829185002,Blouse,Garment Upper body,Solid,Other Orange,Orange,Divided,Divided Collection,Blouses,upper_body,solid,warm
0829380002,Blouse,Garment Upper body,Solid,Light Beige,Beige,Ladieswear,Womens Trend,Blouses,upper_body,solid,other
0829380003,Blouse,Garment Upper body,Solid,Pink,Pink,Ladieswear,Womens Trend,Blouses,upper_body,solid,warm
0829437001,Blouse,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Trend,Blouses,upper_body,solid,neutral
0829439002,Blouse,Garment Upper body,Sequin,Black,Black,Ladieswear,Womens Trend,Blouses,upper_body,printed,neutral
0829579001,Top,Garment Upper body,Colour blocking,Dark Grey,Grey,Sport,Kids Sports,Unknown,upper_body,structured,neutral
0829784001,Top,Garment Upper body,All over pattern,Black,Black,Sport,Kids Sports,Unknown,upper_body,printed,neutral
0830016001,Sweater,Garment Upper body,Colour blocking,Black,Black,Ladieswear,Womens Everyday Collection,Knitwear,upper_body,structured,neutral
0830016002,Sweater,Garment Upper body,Colour blocking,Light Grey,Unknown,Ladieswear,Womens Everyday Collection,Knitwear,upper_body,structured,neutral
0830016003,Sweater,Garment Upper body,Colour blocking,Beige,Beige,Ladieswear,Womens Everyday Collection,Knitwear,upper_body,structured,neutral
0830016007,Sweater,Garment Upper body,Colour blocking,Pink,Pink,Ladieswear,Womens Everyday Collection,Knitwear,upper_body,structured,warm
0830166002,Dress,Garment Full body,Jacquard,Black,Black,Ladieswear,Womens Trend,Blouses,one_piece,printed,neutral
0830166004,Dress,Garment Full body,All over pattern,Black,Black,Ladieswear,Womens Trend,Blouses,one_piece,printed,neutral
0830176001,Dress,Garment Full body,Solid,Black,Black,Ladieswear,Womens Everyday Basics,Jersey Basic,one_piece,solid,neutral
0830283001,Dress,Garment Full body,All over pattern,Dark Beige,Beige,Children Sizes 92-140,Kids Girl,Jersey Fancy,one_piece,printed,neutral
0830313001,Dress,Garment Full body,Solid,Pink,Pink,Ladieswear,H&M+,Jersey Fancy,one_piece,solid,warm
0830322001,Top,Garment Upper body,Sequin,Black,Black,Ladieswear,H&M+,Jersey Fancy,upper_body,printed,neutral
0830360001,Trousers,Garment Lower body,Solid,Dark Beige,Beige,Ladieswear,Womens Everyday Collection,Special Offers,lower_body,solid,neutral
0830365001,Blouse,Garment Upper body,Jacquard,Black,Black,Ladieswear,Womens Everyday Collection,Blouses,upper_body,printed,neutral
0830365002,Blouse,Garment Upper body,All over pattern,Light Beige,Beige,Ladieswear,Womens Everyday Collection,Blouses,upper_body,printed,other
0830365003,Blouse,Garment Upper body,All over pattern,Black,Black,Ladieswear,Womens Everyday Collection,Blouses,upper_body,printed,neutral
0830366001,Trousers,Garment Lower body,All over pattern,Light Pink,Pink,Baby Sizes 50-98,Baby Essentials & Complements,Jersey Fancy,lower_body,printed,warm
0830366002,Trousers,Garment Lower body,All over pattern,Light Pink,Pink,Baby Sizes 50-98,Baby Essentials & Complements,Jersey Fancy,lower_body,printed,warm
0830417001,Top,Garment Upper body,Solid,Dark Red,Red,Ladieswear,H&M+,Jersey Fancy,upper_body,solid,warm
0830417003,Top,Garment Upper body,Solid,Dark Green,Green,Ladieswear,H&M+,Jersey Fancy,upper_body,solid,cool
0830487001,Trousers,Garment Lower body,Solid,Black,Black,Ladieswear,H&M+,Jersey Fancy,lower_body,solid,neutral
0830489001,Trousers,Garment Lower body,Solid,Dark Pink,Pink,Divided,Divided Projects,Unknown,lower_body,solid,other
0830489002,Trousers,Garment Lower body,Stripe,Black,Black,Divided,Divided Projects,Unknown,lower_body,unknown,neutral
0830489003,Trousers,Garment Lower body,All over pattern,Light Purple,Lilac Purple,Divided,Divided Projects,Unknown,lower_body,printed,purple
0830489004,Trousers,Garment Lower body,Check,Greenish Khaki,Khaki green,Divided,Divided Projects,Unknown,lower_body,structured,cool
0830502001,Dress,Garment Full body,Solid,Black,Black,Ladieswear,H&M+,Jersey Fancy,one_piece,solid,neutral
0830508001,Top,Garment Upper body,Solid,Black,Black,Ladieswear,H&M+,Jersey Fancy,upper_body,solid,neutral
0830537001,Trousers,Garment Lower body,Denim,Light Blue,Blue,Children Sizes 92-140,Kids Girl,Trousers Denim,lower_body,structured,cool
0830538001,Dress,Garment Full body,Solid,Black,Black,Ladieswear,Womens Everyday Collection,Knitwear,one_piece,solid,neutral
0830540001,Sweater,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Everyday Collection,Knitwear,upper_body,solid,neutral
0830662001,Dress,Garment Full body,All over pattern,Pink,Pink,Children Sizes 92-140,Kids Girl,Jersey Fancy,one_piece,printed,warm
0830662002,Dress,Garment Full body,Stripe,Dark Blue,Blue,Children Sizes 92-140,Kids Girl,Jersey Fancy,one_piece,unknown,cool
0830662003,Dress,Garment Full body,All over pattern,Grey,Grey,Children Sizes 92-140,Kids Girl,Jersey Fancy,one_piece,printed,neutral
0830667001,Blouse,Garment Upper body,All over pattern,Black,Black,Ladieswear,Womens Everyday Collection,Blouses,upper_body,printed,neutral
0830702001,Blouse,Garment Upper body,Embroidery,Off White,White,Ladieswear,Womens Trend,Blouses,upper_body,printed,neutral
0830702002,Blouse,Garment Upper body,Embroidery,Black,Black,Ladieswear,Womens Trend,Blouses,upper_body,printed,neutral
0830703001,Dress,Garment Full body,Application/3D,Off White,White,Ladieswear,Womens Trend,Blouses,one_piece,printed,neutral
0830725001,Dress,Garment Full body,Solid,Light Pink,Pink,"Children Accessories, Swimwear","Kids Accessories, Swimwear & D",Accessories,one_piece,solid,warm
0830725002,Dress,Garment Full body,Solid,Black,Black,"Children Accessories, Swimwear","Kids Accessories, Swimwear & D",Accessories,one_piece,solid,neutral
0830725004,Dress,Garment Full body,Solid,Other Pink,Pink,"Children Accessories, Swimwear","Kids Accessories, Swimwear & D",Accessories,one_piece,solid,warm
0830727002,T-shirt,Garment Upper body,Front print,Pink,Pink,Children Sizes 92-140,Kids Girl,Jersey Fancy,upper_body,printed,warm
0830727003,T-shirt,Garment Upper body,Front print,Light Purple,Lilac Purple,Children Sizes 92-140,Kids Girl,Jersey Fancy,upper_body,printed,purple
0830727004,T-shirt,Garment Upper body,All over pattern,Light Beige,Beige,Children Sizes 92-140,Kids Girl,Jersey Fancy,upper_body,printed,other
0830744001,Dress,Garment Full body,Denim,Blue,Blue,Divided,Divided Collection,Dresses Ladies,one_piece,structured,cool
0830746001,Dress,Garment Full body,Denim,Light Blue,Blue,Divided,Divided Collection,Dresses Ladies,one_piece,structured,cool
0830757001,Dress,Garment Full body,Placement print,Other Pink,Pink,"Children Accessories, Swimwear","Kids Accessories, Swimwear & D",Accessories,one_piece,printed,warm
0830770001,Dress,Garment Full body,Application/3D,Black,Black,Ladieswear,Womens Everyday Collection,Dresses Ladies,one_piece,printed,neutral
0830770002,Dress,Garment Full body,All over pattern,Black,Green,Ladieswear,Womens Everyday Collection,Dresses Ladies,one_piece,printed,neutral
0830770003,Dress,Garment Full body,Application/3D,Red,Red,Ladieswear,Womens Everyday Collection,Dresses Ladies,one_piece,printed,warm
0830784001,Trousers,Garment Lower body,Solid,Black,Black,Menswear,Contemporary Smart,Trousers,lower_body,solid,neutral
0830784002,Trousers,Garment Lower body,Solid,Beige,Mole,Menswear,Contemporary Smart,Trousers,lower_body,solid,neutral
0830813001,Dress,Garment Full body,Application/3D,Light Purple,Lilac Purple,"Children Accessories, Swimwear","Kids Accessories, Swimwear & D",Accessories,one_piece,printed,purple
0830820001,Dress,Garment Full body,All over pattern,Light Pink,Pink,"Children Accessories, Swimwear","Kids Accessories, Swimwear & D",Accessories,one_piece,printed,warm
0830823001,Dress,Garment Full body,All over pattern,Black,Black,"Children Accessories, Swimwear","Kids Accessories, Swimwear & D",Accessories,one_piece,printed,neutral
0830839001,Dress,Garment Full body,Application/3D,Other Pink,Pink,"Children Accessories, Swimwear","Kids Accessories, Swimwear & D",Accessories,one_piece,printed,warm
0830865003,Blouse,Garment Upper body,Solid,Beige,Mole,Ladieswear,Mama,Blouses,upper_body,solid,neutral
0830865004,Blouse,Garment Upper body,Solid,Light Pink,Pink,Ladieswear,Mama,Blouses,upper_body,solid,warm
0830869001,Top,Garment Upper body,All over pattern,Black,Black,Ladieswear,Mama,Blouses,upper_body,printed,neutral
0830876001,Dress,Garment Full body,All over pattern,Black,Black,Ladieswear,Mama,Blouses,one_piece,printed,neutral
0830877001,Dress,Garment Full body,All over pattern,Black,Black,Ladieswear,Mama,Blouses,one_piece,printed,neutral
0830912001,Dress,Garment Full body,Front print,Pink,Pink,Children Sizes 92-140,Kids Girl,Jersey Fancy,one_piece,printed,warm
0830953001,Dress,Garment Full body,All over pattern,Black,Black,Ladieswear,Womens Everyday Collection,Dresses Ladies,one_piece,printed,neutral
0830953002,Dress,Garment Full body,All over pattern,Black,Green,Ladieswear,Womens Everyday Collection,Dresses Ladies,one_piece,printed,neutral
0830954001,Trousers,Garment Lower body,Slub,Black,Black,Children Sizes 134-170,Boys Underwear & Basics,Jersey Basic,lower_body,structured,neutral
0830954003,Trousers,Garment Lower body,Slub,Dark Grey,Grey,Children Sizes 134-170,Boys Underwear & Basics,Jersey Basic,lower_body,structured,neutral
0830955001,Dress,Garment Full body,All over pattern,Dark Green,Green,Ladieswear,Womens Everyday Collection,Dresses Ladies,one_piece,printed,cool
0830955002,Dress,Garment Full body,All over pattern,Black,Black,Ladieswear,Womens Everyday Collection,Dresses Ladies,one_piece,printed,neutral
0831006001,Blouse,Garment Upper body,Solid,Light Beige,Beige,Baby Sizes 50-98,Baby Essentials & Complements,Woven/Jersey/Knitted mix Baby,upper_body,solid,other
0831008002,Dress,Garment Full body,Stripe,Light Pink,Pink,Baby Sizes 50-98,Baby Girl,Woven/Jersey/Knitted mix Baby,one_piece,unknown,warm
0831008003,Dress,Garment Full body,All over pattern,White,White,Baby Sizes 50-98,Baby Girl,Woven/Jersey/Knitted mix Baby,one_piece,printed,neutral
0831008004,Dress,Garment Full body,Stripe,Light Blue,Blue,Baby Sizes 50-98,Baby Girl,Woven/Jersey/Knitted mix Baby,one_piece,unknown,cool
0831008005,Dress,Garment Full body,All over pattern,White,White,Baby Sizes 50-98,Baby Girl,Woven/Jersey/Knitted mix Baby,one_piece,printed,neutral
0831027001,T-shirt,Garment Upper body,Solid,Black,Black,Ladieswear,H&M+,Jersey Fancy,upper_body,solid,neutral
0831027002,Top,Garment Upper body,Solid,Grey,Grey,Ladieswear,H&M+,Jersey Fancy,upper_body,solid,neutral
0831027005,Top,Garment Upper body,Solid,Light Beige,Beige,Ladieswear,H&M+,Jersey Fancy,upper_body,solid,other
0831047001,Trousers,Garment Lower body,Solid,Greenish Khaki,Khaki green,Ladieswear,H&M+,Trousers,lower_body,solid,cool
0831049001,Trousers,Garment Lower body,Solid,Greenish Khaki,Khaki green,Ladieswear,H&M+,Trousers,lower_body,solid,cool
0831060001,Sweater,Garment Upper body,Jacquard,Black,Black,Ladieswear,H&M+,Knitwear,upper_body,printed,neutral
0831062001,Sweater,Garment Upper body,Solid,Beige,Beige,Divided,Divided Projects,Unknown,upper_body,solid,neutral
0831062002,Sweater,Garment Upper body,Solid,Greenish Khaki,Khaki green,Divided,Divided Projects,Unknown,upper_body,solid,cool
0831062003,Sweater,Garment Upper body,Solid,Off White,White,Divided,Divided Projects,Unknown,upper_body,solid,neutral
0831063001,Sweater,Garment Upper body,Melange,Dark Grey,Grey,Divided,Divided Projects,Unknown,upper_body,solid,neutral
0831068001,Top,Garment Upper body,Solid,Dark Red,Red,Ladieswear,Mama,Blouses,upper_body,solid,warm
0831070001,Dress,Garment Full body,All over pattern,Yellowish Brown,Brown,Ladieswear,Mama,Blouses,one_piece,printed,other
0831153001,Sweater,Garment Upper body,Stripe,Dark Green,Green,Ladieswear,H&M+,Knitwear,upper_body,unknown,cool
0831153002,Sweater,Garment Upper body,Stripe,Light Green,Green,Ladieswear,H&M+,Knitwear,upper_body,unknown,cool
0831172001,Trousers,Garment Lower body,Solid,Black,Black,Ladieswear,Womens Everyday Collection,Trousers,lower_body,solid,neutral
0831193001,Trousers,Garment Lower body,Solid,Black,Black,Menswear,Contemporary Smart,Trousers,lower_body,solid,neutral
0831193002,Trousers,Garment Lower body,Solid,Dark Beige,Khaki green,Menswear,Contemporary Smart,Trousers,lower_body,solid,neutral
0831193003,Trousers,Garment Lower body,Solid,Dark Blue,Blue,Menswear,Contemporary Smart,Trousers,lower_body,solid,cool
0831211001,Sweater,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Everyday Collection,Knitwear,upper_body,solid,neutral
0831211002,Sweater,Garment Upper body,Solid,Off White,White,Ladieswear,Womens Everyday Collection,Knitwear,upper_body,solid,neutral
0831219001,Trousers,Garment Lower body,Solid,Light Pink,Pink,Baby Sizes 50-98,Baby Girl,Jersey Fancy,lower_body,solid,warm
0831219002,Trousers,Garment Lower body,Melange,Light Grey,Grey,Baby Sizes 50-98,Baby Girl,Jersey Fancy,lower_body,solid,neutral
0831254001,Trousers,Garment Lower body,Solid,Black,Black,Ladieswear,Mama,Trousers,lower_body,solid,neutral
0831267001,Dress,Garment Full body,Denim,Blue,Blue,Divided,Divided Collection,Dresses Ladies,one_piece,structured,cool
0831269001,Dress,Garment Full body,Solid,White,White,Divided,Divided Collection,Dresses Ladies,one_piece,solid,neutral
0831269002,Dress,Garment Full body,Solid,Light Purple,Lilac Purple,Divided,Divided Collection,Dresses Ladies,one_piece,solid,purple
0831269003,Dress,Garment Full body,Denim,Blue,Blue,Divided,Divided Collection,Dresses Ladies,one_piece,structured,cool
